"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","x_metric_unit_recla","factor","factor_metric_unit"
"193",3,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Household hired labour last year (0/1)","farm labour force (hired)","1= yes, 0= no","binary probit model","probit","coefficient value","-0.68500000000000005",-0.685,"robust standard error","0.58799999999999997",0.588,"nd",NA,"nd",NA,"nd","25",25,234,234,"Moldova","1= yes, 0= no","farm labour force","farm labour force (1= yes, 0= no)"
"193",3,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","No. of men in agriculture","farm labour force (non-hired)","Number of men in agriculture","binary probit model","probit","coefficient value","3.9E-2",0.039,"robust standard error","0.154",0.154,"nd",NA,"nd",NA,"nd","25",25,234,234,"Moldova","number of people","farm labour force","farm labour force (number of people)"
"193",3,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","No. of women in agriculture","farm labour force (non-hired)","Number of women in agriculture","binary probit model","probit","coefficient value","0.27100000000000002",0.271,"robust standard error","0.17199999999999999",0.172,"nd",NA,"nd",NA,"nd","25",25,234,234,"Moldova","number of people","farm labour force","farm labour force (number of people)"
"236",1,"Maize, rice","grazing cut and carry","agroforestry",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Number of farm laborers","farm labour force (non-hired)","1 = Number of family members working as farm labor is more than one; 0 = Number of family members working as farm labor is one","Logistic regression","logit","coefficient value","-0.371",-0.371,"p value","0.58599999999999997",0.586,"nd",NA,"0.58599999999999997",0.586,"nd","12",12,150,150,"Indonesia","1 = Number of family members working as farm labor is more than one; 0 = Number of family members working as farm labor is one","farm labour force","farm labour force (1 = Number of family members working as farm labor is more than one; 0 = Number of family members working as farm labor is one)"
"290",1,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Labor availability in the  household","farm labour force (non-hired)","Adult equivalent","Probit double-hurdle model","probit","coefficient value","0.48",0.48,"robust standard error","9.1999999999999998E-2",0.092,"nd",NA,"0.01",0.01,"nd","24",24,313,313,"Ethiopia","number of people","farm labour force","farm labour force (number of people)"
"290",2,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Labor availability in the  household","farm labour force (non-hired)","Adult equivalent","Truncated double-hurdle model","truncated","coefficient value","8.1000000000000003E-2",0.081,"robust standard error","3.6999999999999998E-2",0.037,"nd",NA,"nd",NA,"nd","24",24,313,313,"Ethiopia","number of people","farm labour force","farm labour force (number of people)"
"309",1,"Corn","agroforestry","alley cropping","hedgrows intercropping","shrubs and grasses","diversity adoption (1=yes, 0=no)","partial correlation","available household labor per hectare","farm labour force (hired)","man days per ha","Probit model","probit","coefficient value","2.0999999999999999E-3",0.0021,"standard error","1.1000000000000001E-3",0.0011,"nd",NA,"nd",NA,"nd","7",7,89,89,"Philippines","number of people","farm labour force","farm labour force (number of people)"
"312",1,"Rubber","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Household labour persons/rai","farm labour force (non-hired)","person/rai3 (1 rai=0.16 ha)","Probit model with heteroscedasticity-robust standard errors","probit","coefficient value","0.20300000000000001",0.203,"standard error","0.10199999999999999",0.102,"nd",NA,"0.05",0.05,"nd","19",19,3344,3344,"Thailand","number of people","farm labour force","farm labour force (number of people)"
"312",1,"Rubber","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Hiring foreign labours","farm labour force (hired)","1= yes, 0= no","Probit model with heteroscedasticity-robust standard errors","probit","coefficient value","-6.2300000000000001E-2",-0.0623,"standard error","0.19339999999999999",0.1934,"nd",NA,"nd",NA,"nd","19",19,3344,3344,"Thailand","1= yes, 0= no","farm labour force","farm labour force (1= yes, 0= no)"
"312",2,"Rubber","agroforestry","exotic trees",NA,NA,"species richness","partial correlation","Household labour persons/rai","farm labour force (non-hired)","person/rai3 (1 rai=0.16 ha)","Poisson regression model","other","coefficient value","0.1012",0.1012,"standard error","0.1154",0.1154,"nd",NA,"nd",NA,"nd","19",19,3344,3344,"Thailand","number of people","farm labour force","farm labour force (number of people)"
"312",2,"Rubber","agroforestry","exotic trees",NA,NA,"species richness","partial correlation","Hiring foreign labours","farm labour force (hired)","1= yes, 0= no","Poisson regression model","other","coefficient value","-0.18820000000000001",-0.1882,"standard error","0.3216",0.3216,"nd",NA,"nd",NA,"nd","19",19,3344,3344,"Thailand","1= yes, 0= no","farm labour force","farm labour force (1= yes, 0= no)"
"312",3,"Rubber","agroforestry","exotic trees",NA,NA,"species richness","partial correlation","Household labour persons/rai","farm labour force (non-hired)","person/rai3 (1 rai=0.16 ha)","Negative binomial regression","other","coefficient value","0.43790000000000001",0.4379,"standard error","0.13650000000000001",0.1365,"nd",NA,"0.01",0.01,"nd","19",19,3344,3344,"Thailand","number of people","farm labour force","farm labour force (number of people)"
"312",3,"Rubber","agroforestry","exotic trees",NA,NA,"species richness","partial correlation","Hiring foreign labours","farm labour force (hired)","1= yes, 0= no","Negative binomial regression","other","coefficient value","4.1000000000000002E-2",0.041,"standard error","0.2382",0.2382,"nd",NA,"nd",NA,"nd","19",19,3344,3344,"Thailand","1= yes, 0= no","farm labour force","farm labour force (1= yes, 0= no)"
"350",2,"Maize","intercropping","annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Number of persons within household that usually provide labour on farm","farm labour force (non-hired)","number of people","full logit regression models","logit","coefficient value","0.08",0.08,"z value","-1.1399999999999999",-1.14,"-1.1399999999999999",-1.14,"nd",NA,"nd","18",18,617,617,"Malawi","number of people","farm labour force","farm labour force (number of people)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","hired labor","farm labour force (hired)","man/days*ha","Cragg two-step regression model -Step 1 Probit","probit","coefficient value","0.28999999999999998",0.29,"standard error","0.3",0.3,"nd",NA,"nd",NA,"nd","17",17,608,608,"Ghana","number of people","farm labour force","farm labour force (number of people)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","family labor share","farm labour force (non-hired)","% of the total labor used in production","Cragg two-step regression model -Step 1 Probit","probit","coefficient value","-0.08",-0.08,"standard error","0.43",0.43,"nd",NA,"nd",NA,"nd","17",17,608,608,"Ghana","% of the total labor used in production","farm labour force","farm labour force (% of the total labor used in production)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,"herfindahl index","partial correlation","hired labor","farm labour force (hired)","man/days*ha","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value","6.1999999999999998E-3",0.0062,"standard error","6.1000000000000004E-3",0.0061,"nd",NA,"nd",NA,"nd","17",17,593,593,"Ghana","number of people","farm labour force","farm labour force (number of people)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,"herfindahl index","partial correlation","family labor share","farm labour force (non-hired)","% of the total labor used in production","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value","6.0000000000000001E-3",0.006,"standard error","1.7000000000000001E-2",0.017,"nd",NA,"nd",NA,"nd","17",17,593,593,"Ghana","% of the total labor used in production","farm labour force","farm labour force (% of the total labor used in production)"
"442",1,"Rubber","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Family labor (person)","farm labour force (non-hired)","number of people","logistic regression model","logit","coefficient value","0.316",0.316,"p value","nd",NA,"nd",NA,"nd",NA,"nd","14",14,200,200,"Thailand","number of people","farm labour force","farm labour force (number of people)"
"443",1,"Cereals","crop rotation and intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Number of household workers","farm labour force (non-hired)","number of people","probit regression model","probit","coefficient value","-0.01",-0.01,"standard error","3.7999999999999999E-2",0.038,"nd",NA,"nd",NA,"nd","25",25,538,538,"Zimbabwe","number of people","farm labour force","farm labour force (number of people)"
"489",1,"Sorghum","crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Hired labour","farm labour force (hired)","1= yes, 0= no","Logit regression","logit","coefficient value","-0.75600000000000001",-0.756,"p value","nd",NA,"nd",NA,"nd",NA,"nd","11",11,120,120,"Uganda","1= yes, 0= no","farm labour force","farm labour force (1= yes, 0= no)"
"489",2,"Sorghum","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Hired labour","farm labour force (hired)","1= yes, 0= no","Logit regression","logit","coefficient value","0.26100000000000001",0.261,"p value","nd",NA,"nd",NA,"nd",NA,"nd","11",11,120,120,"Uganda","1= yes, 0= no","farm labour force","farm labour force (1= yes, 0= no)"
"633",1,"nd","agroforestry","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Number of family members who work in agriculture","farm labour force (non-hired)","number of people","multiple regression analysis","other","coefficient value","0.158",0.158,"p value","6.2E-2",0.062,"nd",NA,"6.2E-2",0.062,"nd","11",11,300,300,"Sudan","number of people","farm labour force","farm labour force (number of people)"
"633",1,"nd","agroforestry","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","No. of hired labors","farm labour force (hired)","number of people","multiple regression analysis","other","coefficient value","7.1999999999999995E-2",0.072,"p value","0.42799999999999999",0.428,"nd",NA,"0.42799999999999999",0.428,"nd","11",11,300,300,"Sudan","number of people","farm labour force","farm labour force (number of people)"
"643",1,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"diversity adoption (1=yes, 0=no)","partial correlation","AWP total number of active full-time working  person  in the household","farm labour force (non-hired)","number of people","logit model","logit","coefficient value","-0.24410000000000001",-0.2441,"t ratio","-2.8839999999999999",-2.884,"-2.8839999999999999",-2.884,"nd",NA,"6","6",6,138,138,"Burkina Faso","number of people","farm labour force","farm labour force (number of people)"
"646",1,"nd","crop rotation","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","household labor capacity","farm labour force (non-hired)","number of people","tobit regression model","tobit","marginal effect","5.2999999999999999E-2",0.053,"standard error","2.1999999999999999E-2",0.022,"nd",NA,"0.5",0.5,"nd","14",14,100,100,"Zimbabwe","number of people","farm labour force","farm labour force (number of people)"
"737",1,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Total number of laborers the farmer utilizes","farm labour force","number of people","logistic multilevel models","logit","coefficient value","-0.42",-0.42,"standard error","0.77",0.77,"nd",NA,"nd",NA,"nd","37",37,2312,2312,"Mali","number of people","farm labour force","farm labour force (number of people)"
"737",2,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Total number of laborers the farmer utilizes","farm labour force","number of people","logistic multilevel models","logit","coefficient value","-0.83",-0.83,"standard error","-0.7",-0.7,"nd",NA,"nd",NA,"nd","37",37,2312,2312,"Mali","number of people","farm labour force","farm labour force (number of people)"
"804",1,"Corn","agroforestry","hedgerow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Labor availability per hectare (man-days per ha)","farm labour force (non-hired)","man-days per ha","probit regressions","probit","coefficient value","3.3E-3",0.0033,"standard error","1.4E-3",0.0014,"nd",NA,"nd",NA,"nd","14",14,89,89,"Philippines","number of people","farm labour force","farm labour force (number of people)"
"804",2,"Corn","agroforestry","hedgerow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Labor availability per hectare (man-days per ha)","farm labour force (non-hired)","man-days per ha","probit regressions","probit","coefficient value","0.3407",0.3407,"standard error","0.1232",0.1232,"nd",NA,"nd",NA,"nd","9",9,89,89,"Philippines","number of people","farm labour force","farm labour force (number of people)"
